,RT_war_P0,prop_war_RTs_P0,frequency_days_P0,nb_mentors_proukraine_P0,nb_mentors_prorussia_P0,Betweenness_centrality_P0,Closeness_centrality_P0,PageRank_P0,RT_war_P1,prop_war_RTs_P1,frequency_days_P1,nb_mentors_proukraine_P1,nb_mentors_prorussia_P1,Betweenness_centrality_P1,Closeness_centrality_P1,PageRank_P1,RT_war_P2,prop_war_RTs_P2,frequency_days_P2,nb_mentors_proukraine_P2,nb_mentors_prorussia_P2,Betweenness_centrality_P2,Closeness_centrality_P2,PageRank_P2,RT_war_P3,prop_war_RTs_P3,frequency_days_P3,nb_mentors_proukraine_P3,nb_mentors_prorussia_P3,Betweenness_centrality_P3,Closeness_centrality_P3,PageRank_P3,RT_war_P4,prop_war_RTs_P4,frequency_days_P4,nb_mentors_proukraine_P4,nb_mentors_prorussia_P4,Betweenness_centrality_P4,Closeness_centrality_P4,PageRank_P4,RT_war_P5,prop_war_RTs_P5,frequency_days_P5,nb_mentors_proukraine_P5,nb_mentors_prorussia_P5,Betweenness_centrality_P5,Closeness_centrality_P5,PageRank_P5,RT_war_P6,prop_war_RTs_P6,frequency_days_P6,nb_mentors_proukraine_P6,nb_mentors_prorussia_P6,Betweenness_centrality_P6,Closeness_centrality_P6,PageRank_P6,RT_war_P7,prop_war_RTs_P7,frequency_days_P7,nb_mentors_proukraine_P7,nb_mentors_prorussia_P7,Betweenness_centrality_P7,Closeness_centrality_P7,PageRank_P7,RT_war_P8,prop_war_RTs_P8,frequency_days_P8,nb_mentors_proukraine_P8,nb_mentors_prorussia_P8,Betweenness_centrality_P8,Closeness_centrality_P8,PageRank_P8,RT_war_P9,prop_war_RTs_P9,frequency_days_P9,nb_mentors_proukraine_P9,nb_mentors_prorussia_P9,Betweenness_centrality_P9,Closeness_centrality_P9,PageRank_P9,RT_war_P10,prop_war_RTs_P10,frequency_days_P10,nb_mentors_proukraine_P10,nb_mentors_prorussia_P10,Betweenness_centrality_P10,Closeness_centrality_P10,PageRank_P10,RT_war_P11,prop_war_RTs_P11,frequency_days_P11,nb_mentors_proukraine_P11,nb_mentors_prorussia_P11,Betweenness_centrality_P11,Closeness_centrality_P11,PageRank_P11,RT_war_P12,prop_war_RTs_P12,frequency_days_P12,nb_mentors_proukraine_P12,nb_mentors_prorussia_P12,Betweenness_centrality_P12,Closeness_centrality_P12,PageRank_P12,RT_war_P13,prop_war_RTs_P13,frequency_days_P13,nb_mentors_proukraine_P13,nb_mentors_prorussia_P13,Betweenness_centrality_P13,Closeness_centrality_P13,PageRank_P13,RT_war_P14,prop_war_RTs_P14,frequency_days_P14,nb_mentors_proukraine_P14,nb_mentors_prorussia_P14,Betweenness_centrality_P14,Closeness_centrality_P14,PageRank_P14
S951U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,11.0,0.1527777777777778,0.2758620689655172,3.0,0.0,0.0,0.3391645840771153,0.0003529810428377,18.0,0.1855670103092783,0.4827586206896552,3.0,0.0,0.0,0.3379357956506731,0.0004095062364732,8.0,0.1311475409836065,0.2413793103448276,2.0,0.0,0.0,0.3392310309629125,0.0002877984775578,5.0,0.1282051282051282,0.1724137931034483,2.0,0.0,0.0,0.3414051841746248,0.0002430171741223,8.0,0.3478260869565217,0.2758620689655172,3.0,0.0,0.0004992494674166,0.3511048754822869,0.0003483435722385,7.0,0.3043478260869565,0.2413793103448276,2.0,0.0,0.0,0.3251714005876591,0.0003972707610676,6.0,0.3,0.2068965517241379,3.0,0.0,0.0,0.324679592507394,0.0003788948523832,7.0,0.25,0.2068965517241379,3.0,0.0,0.0008616074564668,0.3179902755267423,0.0004471953950573,5.0,0.15625,0.1379310344827586,2.0,0.0,0.0,0.3023690773067332,0.0004214369299403,8.0,0.3333333333333333,0.2068965517241379,3.0,0.0,0.0026491540227217,0.320836098208361,0.0005542060934431,5.0,0.3125,0.1379310344827586,2.0,0.0,0.0,0.3202170963364993,0.000413499541224,1.0,0.1428571428571428,0.0344827586206896,1.0,0.0,0.0,0.3000672043010752,0.000260011442503
S282U,1.0,0.0006119951040391,0.0344827586206896,0.0,1.0,0.0,0.2693156732891832,0.0003701311971654,2.0,0.0014054813773717,0.0689655172413793,0.0,2.0,0.0013823920081204,0.3432210178915006,0.0003022260802533,3.0,0.0025488530161427,0.1034482758620689,0.0,1.0,0.0,0.3189500179791442,0.0002288659471702,17.0,0.0149779735682819,0.3103448275862069,1.0,3.0,0.0,0.4504504504504504,0.0003863121039782,40.0,0.0346921075455333,0.5862068965517241,2.0,5.0,0.0088730527199513,0.477328132618235,0.0006009728373843,33.0,0.0286707211120764,0.4827586206896552,1.0,6.0,0.0137378064908519,0.4025030278562777,0.0005307469603668,14.0,0.0153677277716794,0.3103448275862069,0.0,4.0,0.0001653032363321,0.3365837256220578,0.0003562508972132,16.0,0.0172228202368137,0.3793103448275862,1.0,3.0,0.0191602369668468,0.4236140499365213,0.0003671480470136,16.0,0.0169491525423728,0.3448275862068966,1.0,3.0,0.0162299663975192,0.3847045191193511,0.0003258056846177,20.0,0.0209205020920502,0.3448275862068966,0.0,3.0,0.0018787024018437,0.3368564609614728,0.000376900308511,40.0,0.0374882849109653,0.5517241379310345,0.0,3.0,0.0025221054039279,0.3363044223517312,0.0006676465504261,28.0,0.0299465240641711,0.4137931034482758,0.0,2.0,0.0,0.333792154163799,0.0004551622175943,6.0,0.0107719928186714,0.1724137931034483,0.0,1.0,0.0,0.3255892255892256,0.0002124833545919,12.0,0.0161507402422611,0.2413793103448276,0.0,2.0,0.0,0.3289198606271777,0.0002670722024402,13.0,0.0179310344827586,0.2413793103448276,0.0,2.0,0.0,0.3354620586025544,0.0003804019847977
S198U,1.0,0.0006464124111182,0.0344827586206896,0.0,1.0,0.0,0.3085483055134042,0.0003074238038029,13.0,0.0065524193548387,0.3103448275862069,0.0,3.0,0.0002454247809897,0.3428876317643598,0.0007134729494551,23.0,0.0090551181102362,0.4827586206896552,0.0,4.0,0.0001537520846526,0.3389377149407718,0.0006818428369028,49.0,0.0156699712184202,0.6896551724137931,0.0,5.0,0.0008289026476087,0.3394069310468024,0.0008115151942464,51.0,0.0169042094796155,0.8275862068965517,0.0,5.0,0.0008055617257826,0.3398125650815689,0.0006794680705936,34.0,0.0137931034482758,0.6896551724137931,1.0,4.0,0.001292878875232,0.4605080831408776,0.0005094858370501,25.0,0.010339123242349,0.4482758620689655,1.0,3.0,0.0,0.4625693160813309,0.0004943351002134,21.0,0.0096596136154553,0.3793103448275862,1.0,3.0,0.0128284132104209,0.4568690095846645,0.0004044218771498,25.0,0.0186011904761904,0.3793103448275862,0.0,2.0,0.0,0.3321107035678559,0.0003731410202329,24.0,0.0231884057971014,0.3448275862068966,0.0,2.0,0.0,0.3343485617597292,0.0004131009555062,16.0,0.0139982502187226,0.3448275862068966,0.0,2.0,0.0,0.3337870023817625,0.0003542775192749,18.0,0.0135135135135135,0.5172413793103449,0.0,3.0,0.0,0.3351762266758811,0.0003630370436797,27.0,0.0183423913043478,0.6551724137931034,0.0,3.0,0.0,0.3348337950138504,0.000426547477573,26.0,0.0185581727337615,0.5172413793103449,0.0,2.0,0.0,0.3316936050597329,0.0003944118828466,14.0,0.0182054616384915,0.2758620689655172,0.0,2.0,0.0,0.3374905517762661,0.0003950220405237
S747U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,20.0,0.0231749710312862,0.3793103448275862,5.0,0.0,0.0,0.336760014179369,0.0005511553800981,25.0,0.0192604006163328,0.5517241379310345,6.0,0.0,0.0,0.3409961685823754,0.0005440080117407,18.0,0.0171755725190839,0.4482758620689655,5.0,0.0,0.00439007728628,0.3506858951811467,0.000482036613397,14.0,0.0170523751522533,0.3103448275862069,2.0,0.0,0.0,0.3049969530773918,0.0004486827582594,5.0,0.0093984962406015,0.1379310344827586,2.0,0.0,0.0,0.3071494323412089,0.0002881445364652,2.0,0.0096618357487922,0.0689655172413793,1.0,0.0,0.0,0.2849785407725322,0.0002201614570967,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0055865921787709,0.0344827586206896,1.0,0.0,0.0,0.2784660766961652,0.0002017376677632,2.0,0.0145985401459854,0.0689655172413793,1.0,0.0,0.0,0.2735906862745098,0.0003159474269582
S584U,1.0,0.0025252525252525,0.0344827586206896,1.0,0.0,0.0,0.1938353987925008,0.0004458011507253,2.0,0.0035149384885764,0.0689655172413793,2.0,0.0,0.0004925910152482,0.2625532293799988,0.0005363487212649,10.0,0.0121951219512195,0.1724137931034483,4.0,1.0,0.0,0.3452705332814325,0.0006835029908673,25.0,0.0197316495659037,0.4482758620689655,5.0,1.0,0.0022050459683962,0.3666538016209957,0.0006220560374351,29.0,0.0174383644016837,0.6206896551724138,7.0,0.0,0.0,0.3441124780316344,0.0005897926388898,25.0,0.0174947515745276,0.6206896551724138,7.0,0.0,0.0017343270286208,0.353170386114063,0.0006051393694502,23.0,0.0188062142273098,0.6206896551724138,6.0,0.0,0.0,0.3534604519774011,0.0006183173944138,17.0,0.0147826086956521,0.4827586206896552,4.0,0.0,0.0,0.3501224204267226,0.0005915155880137,16.0,0.0183066361556064,0.4137931034482758,5.0,0.0,0.0015199328729352,0.3375127075567604,0.0007260026014021,21.0,0.0266497461928934,0.4137931034482758,6.0,0.0,0.0004640117317074,0.3341224213730132,0.0009301760671147,15.0,0.0184729064039408,0.3103448275862069,6.0,0.0,0.0004228120562215,0.3275459098497496,0.0007641552382754,10.0,0.0128205128205128,0.2413793103448276,5.0,0.0,0.00079763138143,0.3244147157190635,0.0006876430199659,9.0,0.0130813953488372,0.2068965517241379,4.0,0.0,0.000510001514314,0.3183015141540487,0.0006188565263657,4.0,0.0070298769771528,0.1034482758620689,3.0,0.0,0.0012208428083947,0.3174176193678547,0.0003793886925836,1.0,0.0037735849056603,0.0344827586206896,1.0,0.0,0.0,0.3000672043010752,0.000260011442503
S644U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0384615384615384,0.0689655172413793,1.0,0.0,0.0,0.3169836503169836,0.0001928362386783,13.0,0.1604938271604938,0.3103448275862069,1.0,0.0,0.0,0.3194127243066884,0.0003355396477113,25.0,0.3424657534246575,0.4827586206896552,1.0,0.0,0.0,0.3295867768595041,0.0005661647929354,28.0,0.2978723404255319,0.5172413793103449,1.0,0.0,0.0,0.3363575268817204,0.0006645289312975,24.0,0.3116883116883117,0.5517241379310345,2.0,0.0,0.0,0.3472077696843565,0.0007304801755913,17.0,0.4594594594594595,0.5172413793103449,2.0,0.0,0.0,0.3251714005876591,0.0007418706631843,11.0,0.55,0.3448275862068966,1.0,0.0,0.0,0.3071184333229717,0.0005704944945471,7.0,0.2592592592592592,0.2068965517241379,1.0,0.0,0.0,0.3013824884792627,0.0004477065981652,9.0,0.28125,0.2068965517241379,1.0,0.0,0.0,0.295551492992078,0.0006230017986306,14.0,0.4666666666666667,0.2413793103448276,1.0,0.0,0.0,0.2995662949194547,0.0008580476416802,9.0,0.2903225806451613,0.1724137931034483,1.0,0.0,0.0,0.3051066580478345,0.0006351943740169,2.0,0.125,0.0689655172413793,1.0,0.0,0.0,0.3000672043010752,0.0003522376501067
S563U,4.0,0.001157072606306,0.1379310344827586,2.0,0.0,0.0,0.2867889045604137,0.0011842779368327,5.0,0.001419647927314,0.1724137931034483,3.0,0.0,0.0,0.3044439990525299,0.0011463361264941,28.0,0.0072276716572018,0.2758620689655172,7.0,0.0,0.0002160714693732,0.3345907204828366,0.0016352512530836,62.0,0.0155116337252939,0.6551724137931034,9.0,0.0,0.0002517590049142,0.3463361283266497,0.0012871726216478,53.0,0.0126040428061831,0.7931034482758621,8.0,0.0,0.0,0.3445969728968673,0.0009321112782589,35.0,0.0073902027027027,0.7241379310344828,7.0,0.0,0.0,0.353170386114063,0.000767931460704,32.0,0.0052692244360283,0.6206896551724138,6.0,0.0,0.0,0.3529619181946403,0.0007725494262946,18.0,0.0037570444583594,0.4482758620689655,6.0,0.0,0.0011747665836884,0.3540856031128405,0.0006118628913619,8.0,0.003138485680659,0.2758620689655172,5.0,0.0,0.0016222067104056,0.33188937020993,0.0004488394392385,10.0,0.0041562759767248,0.2758620689655172,5.0,0.0,0.0032944039867828,0.3323242515977127,0.0005498399276033,10.0,0.0037764350453172,0.2758620689655172,5.0,0.0,0.0044903691362423,0.3301918545944126,0.0006068307651675,11.0,0.0035783994795055,0.3103448275862069,5.0,0.0,0.0007397766306612,0.3190789473684211,0.0007884424850142,13.0,0.0049075122687806,0.3448275862068966,6.0,0.0,0.0011861149900338,0.333448275862069,0.0008635217484805,10.0,0.0042918454935622,0.2758620689655172,4.0,0.0,0.000731256305786,0.325068870523416,0.0007053164863086,6.0,0.0036319612590799,0.1379310344827586,3.0,0.0,0.0,0.3189285714285714,0.0007021922051243
S958U,1.0,0.0016949152542372,0.0344827586206896,1.0,0.0,0.0,0.2807179015186378,0.0004822004379877,3.0,0.0034602076124567,0.1034482758620689,2.0,1.0,0.0122461261461835,0.3057625092259926,0.0006610453811188,5.0,0.0053134962805526,0.1724137931034483,4.0,1.0,0.0116797430640775,0.3293724470850352,0.0004126059998769,25.0,0.0228728270814272,0.4482758620689655,7.0,0.0,0.0021679453452246,0.3445774392455568,0.0006121462397741,37.0,0.0269876002917578,0.6896551724137931,8.0,0.0,0.0024356597889937,0.3445969728968673,0.0006955706682474,23.0,0.0176923076923076,0.5517241379310345,5.0,0.0,0.0004138635581302,0.3516754850088183,0.000549266200476,17.0,0.0147313691507798,0.5172413793103449,3.0,0.0,0.0,0.3497554157931516,0.000470984636939,12.0,0.0125786163522012,0.4137931034482758,3.0,0.0,0.0,0.3508587451805117,0.0004467396563525,5.0,0.0072886297376093,0.1724137931034483,2.0,0.0,0.0,0.3288213931990756,0.0003239759183556,4.0,0.0085470085470085,0.1034482758620689,2.0,0.0,0.0,0.310594152782144,0.0003120885289788,3.0,0.0147783251231527,0.0689655172413793,2.0,0.0,0.0,0.3060842433697348,0.0002927901590378,2.0,0.0137931034482758,0.0689655172413793,2.0,0.0,0.000775124534774,0.3040752351097178,0.0002644680371964,2.0,0.0128205128205128,0.0689655172413793,2.0,0.0,0.0009937737893531,0.3062064597846738,0.0002648650393882,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
S549U,1.0,0.0033670033670033,0.0344827586206896,1.0,0.0,0.0,0.2807179015186378,0.0004822004379877,5.0,0.0149253731343283,0.1724137931034483,2.0,0.0,0.0,0.2985224667242355,0.0010948537228086,12.0,0.0233463035019455,0.3448275862068966,2.0,0.0,0.0,0.3137601697912981,0.0007938194717305,35.0,0.0330188679245283,0.6551724137931034,5.0,1.0,0.0057644783074037,0.4691358024691358,0.0008082455387153,39.0,0.0381231671554252,0.6896551724137931,5.0,1.0,0.00599508456644,0.4759358288770053,0.0007376586254894,20.0,0.0452488687782805,0.5172413793103449,5.0,0.0,0.0003656668964414,0.3501931858096241,0.0005053015362179,12.0,0.0392156862745098,0.3793103448275862,5.0,0.0,0.0012323068346606,0.3529619181946403,0.0003881384915417,8.0,0.0269360269360269,0.2413793103448276,4.0,0.0,0.0,0.3540856031128405,0.0003616318398412,6.0,0.0262008733624454,0.1724137931034483,3.0,0.0,0.0015824539328167,0.3336683417085427,0.0003635667123798,18.0,0.088235294117647,0.4482758620689655,3.0,0.0,0.0,0.3294431477159053,0.000764769742052,28.0,0.1435897435897435,0.6551724137931034,4.0,0.0,0.0008616074564668,0.3266733266733266,0.001173463441188,20.0,0.0970873786407767,0.5517241379310345,3.0,0.0,0.000775124534774,0.3231179213857428,0.0011051709066297,16.0,0.0655737704918032,0.5172413793103449,2.0,0.0,0.0,0.3170491803278688,0.0008887798877262,21.0,0.0798479087452471,0.6206896551724138,2.0,0.0,0.0,0.3202170963364993,0.0011115526450858,15.0,0.0986842105263157,0.4137931034482758,2.0,0.0,0.0,0.316442239546421,0.0013515821216379
S812U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.003440366972477,0.0689655172413793,1.0,0.0,0.0,0.2506357728171799,0.0003262184518716,13.0,0.0151338766006984,0.2413793103448276,2.0,0.0,0.0,0.2988361119849009,0.0003869225897839,15.0,0.0140712945590994,0.3103448275862069,2.0,0.0,0.0,0.3009529664924685,0.0003689919877159,13.0,0.0106122448979591,0.3103448275862069,3.0,0.0,0.0,0.3176170755017521,0.0003810567273864,8.0,0.0069868995633187,0.2068965517241379,2.0,0.0,0.0,0.3106765983860955,0.0003067753710505,6.0,0.004054054054054,0.1724137931034483,3.0,0.0,0.0,0.3476901701979854,0.0003076692737998,4.0,0.0025839793281653,0.1379310344827586,3.0,0.0,0.0008515237722677,0.3296921549155908,0.0002954519414184,2.0,0.0017316017316017,0.0689655172413793,2.0,0.0,0.0004929515542603,0.2906737275669314,0.0002262859054126,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0011331444759206,0.0689655172413793,2.0,0.0,0.0008528870275632,0.2806712962962963,0.0002746621248579,2.0,0.0009514747859181,0.0689655172413793,2.0,0.0,0.0007146229178271,0.2824182242990654,0.0002737304111487,1.0,0.0005065856129685,0.0344827586206896,1.0,0.0,0.0,0.3051066580478345,0.0002116706270953,1.0,0.0011806375442739,0.0344827586206896,1.0,0.0,0.0,0.3000672043010752,0.000260011442503
S597U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,7.0,0.1666666666666666,0.1379310344827586,1.0,0.0,0.0,0.2928359194453615,0.000542883452377,36.0,0.3185840707964602,0.4482758620689655,1.0,0.0,0.0,0.3169836503169836,0.0007896642835923,49.0,0.4152542372881356,0.6896551724137931,1.0,0.0,0.0,0.3194127243066884,0.0008408645120172,44.0,0.5116279069767442,0.6896551724137931,1.0,0.0,0.0,0.3295867768595041,0.0008822215786526,37.0,0.4457831325301205,0.6551724137931034,1.0,0.0,0.0,0.3363575268817204,0.0008300094667423,21.0,0.328125,0.5517241379310345,1.0,0.0,0.0,0.3342237061769616,0.0006545174122338,12.0,0.25,0.3448275862068966,1.0,0.0,0.0,0.3131090851933354,0.0005664598923905,12.0,0.24,0.2758620689655172,1.0,0.0,0.0,0.3071184333229717,0.0006085695984268,19.0,0.3584905660377358,0.3793103448275862,1.0,0.0,0.0,0.3013824884792627,0.0009533473535884,13.0,0.4333333333333333,0.2413793103448276,1.0,0.0,0.0,0.295551492992078,0.0008312337457506,7.0,0.4117647058823529,0.1724137931034483,1.0,0.0,0.0,0.2995662949194547,0.000506503159683,2.0,0.4,0.0689655172413793,1.0,0.0,0.0,0.3051066580478345,0.0002646110954605,0.0,0.0,0.0,0.0,0.0,,,
S553U,5.0,0.000287538098798,0.1379310344827586,3.0,0.0,0.0012338301315124,0.2920057443752992,0.0013476349074224,6.0,0.0003722777191785,0.1724137931034483,3.0,0.0,0.0,0.2987751306825293,0.0012934250179851,24.0,0.0015417228753131,0.3448275862068966,8.0,1.0,0.0188030519043379,0.3769655758606035,0.0014179233272653,63.0,0.0034691629955947,0.7241379310344828,9.0,4.0,0.0307365698601479,0.4672897196261682,0.0012970906288933,70.0,0.0036782092375597,0.9310344827586208,8.0,3.0,0.0348112016957386,0.4718072289156626,0.0011657605947585,53.0,0.0027488200819459,0.9310344827586208,7.0,0.0,0.0001508290114504,0.3501931858096241,0.0010735476405991,49.0,0.002271147161066,0.896551724137931,7.0,0.0,0.0,0.3547129695251594,0.0010924964218763,39.0,0.0018977178726096,0.7241379310344828,8.0,0.0,0.0013081440998864,0.3568627450980392,0.0011318073767666,30.0,0.0020929259104227,0.5517241379310345,7.0,0.0,0.0046341821888435,0.3393526405451448,0.0012137634359078,29.0,0.0024245464426051,0.5862068965517241,5.0,0.0,0.0003749600963377,0.3279123796880185,0.0012678722450596,17.0,0.001337003539127,0.3793103448275862,4.0,0.0,0.0,0.323655559221379,0.000896979162208,7.0,0.0006715272448196,0.2068965517241379,3.0,0.0,0.0,0.3081321473951715,0.0005534655424668,8.0,0.0009007994595203,0.2068965517241379,3.0,0.0,0.0,0.3127425614489004,0.0005823994720216,9.0,0.0009075325199152,0.2413793103448276,2.0,0.0,0.0,0.3099146421536441,0.0006500155227396,6.0,0.0010447501305937,0.1724137931034483,3.0,0.0,0.0,0.3060315284441398,0.0007331772719693
S446U,2.0,0.000805152979066,0.0689655172413793,0.0,1.0,0.0,0.2693156732891832,0.0004947632126615,3.0,0.0009593859929645,0.1034482758620689,0.0,1.0,0.0,0.2873445803023267,0.0003797231733719,8.0,0.0026481297583581,0.1724137931034483,0.0,1.0,0.0,0.3113373113373113,0.0003723875845736,8.0,0.0047477744807121,0.1379310344827586,0.0,1.0,0.0,0.3155097974094985,0.0002731819804683,9.0,0.0061728395061728,0.1379310344827586,0.0,1.0,0.0,0.3171363783608681,0.0002540120524397,13.0,0.0069854916711445,0.3103448275862069,1.0,1.0,0.0,0.3746711762495302,0.0002998119807331,15.0,0.0068181818181818,0.3793103448275862,1.0,1.0,0.0,0.3693726937269372,0.0003732686727006,14.0,0.0046174142480211,0.3103448275862069,0.0,2.0,0.0,0.3320066334991708,0.0003483341724925,25.0,0.0077857365306758,0.4482758620689655,0.0,3.0,0.0,0.3329989969909729,0.0004044636199493,18.0,0.0066200809121,0.3448275862068966,0.0,3.0,0.0,0.335256192738378,0.0003725487027251,12.0,0.0045924225028702,0.3448275862068966,0.0,4.0,0.006780332017168,0.3374613003095975,0.000364199829206,10.0,0.0047938638542665,0.2758620689655172,0.0,3.0,0.0012516732487779,0.3216180371352785,0.0003103974905355,13.0,0.0073571024335031,0.2068965517241379,0.0,4.0,0.0086783264475311,0.3352981969486824,0.0003042834184404,23.0,0.0087886893389377,0.3793103448275862,0.0,5.0,0.0016546377914967,0.3364219529579472,0.0004130441484322,14.0,0.0081348053457292,0.2413793103448276,0.0,5.0,0.0053520806056503,0.3416220351951033,0.0004573511301876
S87U,7.0,0.0013477088948787,0.1724137931034483,0.0,2.0,0.0,0.3205465055176038,0.0007350392438718,11.0,0.0021551724137931,0.3103448275862069,0.0,4.0,0.0007482007121886,0.3493348014858075,0.0006594978514946,26.0,0.0055330921472653,0.5172413793103449,0.0,4.0,0.0001719942448553,0.3397165836844121,0.0007786733008966,31.0,0.009342977697408,0.5172413793103449,0.0,3.0,0.0,0.3346248679112363,0.0005931976675018,41.0,0.0116975748930099,0.6896551724137931,0.0,5.0,0.0008565119398055,0.3379357956506731,0.0006044795253853,65.0,0.0152725563909774,0.9310344827586208,0.0,5.0,0.0001802946482522,0.3371660466689212,0.0008509393188032,45.0,0.0134448760083657,0.6896551724137931,0.0,4.0,0.0,0.335455764075067,0.000790178884351,25.0,0.0081011017498379,0.5172413793103449,0.0,5.0,0.0005853141491523,0.334447043100568,0.000484873123934,37.0,0.011943189154293,0.6551724137931034,0.0,4.0,0.0004933292931123,0.3336683417085427,0.0005069673549675,40.0,0.0124378109452736,0.7241379310344828,0.0,3.0,0.0,0.335256192738378,0.0006127363372831,45.0,0.0119680851063829,0.7586206896551724,0.0,3.0,0.0,0.3351554492654595,0.0007731014068865,51.0,0.0122566690699351,0.7586206896551724,0.0,4.0,0.0,0.3356401384083045,0.0007622656365199,55.0,0.0123097582811101,0.7931034482758621,0.0,5.0,0.0,0.335530881332408,0.0007297480381327,66.0,0.0141448778396913,0.896551724137931,0.0,5.0,0.0,0.3361823361823361,0.0007930420333989,40.0,0.0159489633173843,0.5172413793103449,0.0,4.0,0.0003455954663423,0.3408396946564885,0.00086107740383
S698U,2.0,0.0008752735229759,0.0689655172413793,1.0,0.0,0.0,0.2062901589448765,0.0005722131228487,1.0,0.0003813882532418,0.0344827586206896,1.0,0.0,0.0,0.2435341958616133,0.0003483333436403,0.0,0.0,0.0,0.0,0.0,,,,14.0,0.0052219321148825,0.3448275862068966,3.0,0.0,0.0,0.3343892995424146,0.0004067331310537,23.0,0.0047412904555761,0.5862068965517241,5.0,0.0,0.0003321194386096,0.3393414211438474,0.0004859012871017,26.0,0.0044308111792774,0.5862068965517241,6.0,0.0,0.0002491536594261,0.3501931858096241,0.000601724036468,23.0,0.0036375138383678,0.5172413793103449,5.0,0.0,0.0002759745251193,0.3517217146872804,0.000586333681831,20.0,0.0034554250172771,0.5172413793103449,5.0,0.0,0.0,0.3530864197530864,0.0006527577140348,15.0,0.0029679461812425,0.4137931034482758,5.0,0.0,0.0,0.3350151362260343,0.0007080606201755,6.0,0.0014087814040854,0.1724137931034483,4.0,0.0,0.0009628867056865,0.3318777292576419,0.0003799278128968,4.0,0.0008354218880534,0.1379310344827586,2.0,0.0,0.0,0.2859224715826289,0.000336568379476,7.0,0.0012484394506866,0.2413793103448276,3.0,0.0,0.0,0.3112965340179717,0.0005333935565426,7.0,0.0013825794983211,0.2413793103448276,3.0,0.0,0.0,0.3145738451528952,0.0005283311657447,3.0,0.0009188361408882,0.1034482758620689,3.0,0.0,0.0045416740203401,0.2977917981072555,0.0003233766644668,1.0,0.0011441647597254,0.0344827586206896,1.0,0.0,0.0,0.2735906862745098,0.0002418663309287
S899U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,6.0,0.003452243958573,0.1034482758620689,2.0,0.0,0.0,0.2973516594032853,0.0004864889662108,31.0,0.0140271493212669,0.4482758620689655,4.0,0.0,0.0,0.3398926654740608,0.0007043661423415,33.0,0.0139005897219882,0.5517241379310345,4.0,0.0,0.0,0.3388715818622361,0.0006214021843827,15.0,0.0068150840527033,0.3793103448275862,3.0,0.0,0.0,0.3410879233664043,0.0004077751127401,14.0,0.0058479532163742,0.4137931034482758,2.0,0.0,0.0,0.3404761904761905,0.0004131964762883,6.0,0.0027198549410698,0.2068965517241379,2.0,0.0,0.0,0.3362445414847161,0.0002982897130394,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.001354401805869,0.1034482758620689,2.0,0.0,0.0,0.3109852061693421,0.0002737186210824,4.0,0.0018441678192715,0.1379310344827586,2.0,0.0,0.0,0.3089763779527559,0.0003425845407789,3.0,0.0019305019305019,0.1034482758620689,2.0,0.0,0.0,0.3036944270507201,0.0003199106198051,6.0,0.0040106951871657,0.1724137931034483,2.0,0.0,0.0,0.3075699745547073,0.0004672677531289,7.0,0.0038440417353102,0.2068965517241379,2.0,0.0,0.0,0.3095081967213114,0.000542658808539,3.0,0.0029268292682926,0.1034482758620689,1.0,0.0,0.0,0.3000672043010752,0.0004444638577103
