,RT_war,prop_war_RTs,frequency_weeks,nb_mentors_prorussia,nb_mentors_proukraine,Betweenness_centrality,Closeness_centrality,PageRank
S111U,326,0.01587147030185,0.925925925925926,7.0,0.0,0.0002044041968456,0.3433288409703504,0.0007329479999697
S91U,325,0.0065866807182521,0.8888888888888888,9.0,0.0,0.0001682382320953,0.3470708446866485,0.0007465690631216
S69U,325,0.0160787611932914,0.7037037037037037,6.0,0.0,0.0002347680231125,0.3430976430976431,0.0007059226064915
S81U,324,0.016069037345633,0.8518518518518519,8.0,0.0,0.001192910854944,0.3458927359131025,0.0007088445005075
S110U,323,0.0154501100162632,1.0,5.0,1.0,0.0,0.4411255411255411,0.0007212437546005
S369U,323,0.0161815540303592,0.5555555555555556,7.0,1.0,0.0,0.4815689981096408,0.0007315963929868
S84U,322,0.1362098138747885,0.9629629629629628,6.0,0.0,0.000697539753743,0.3430976430976431,0.0006888018638802
S459U,322,0.0198974232218995,0.925925925925926,6.0,1.0,0.0,0.4631818181818182,0.0007223175540944
S220U,321,0.0213928690436521,1.0,4.0,0.0,0.0,0.3408026755852842,0.0006996743444114
S62U,320,0.0150786919234756,0.925925925925926,7.0,0.0,0.0,0.3435603506405933,0.0007439645591747
S291U,319,0.0079465909373987,0.8518518518518519,8.0,1.0,0.0007979053869061,0.4820245979186376,0.0007274807312689
S26U,318,0.0181124337870934,0.925925925925926,5.0,0.0,0.0012901571596247,0.3444895199459094,0.0006812968545143
S10U,317,0.0912755542758422,0.8518518518518519,3.0,0.0,0.0,0.3405748663101604,0.0006828907006663
S211U,314,0.0067714735502792,0.9629629629629628,7.0,0.0,0.0,0.3456580732700136,0.0007397328246954
S66U,314,0.0247010698552548,0.8888888888888888,6.0,0.0,0.0,0.3421759570181329,0.0007046427513774
S92U,314,0.0265180305717422,0.9629629629629628,6.0,0.0,0.0,0.3424059139784946,0.0006862214851807
S102U,314,0.0461764705882352,0.925925925925926,4.0,0.0,0.0,0.3417169684775318,0.0006803362945188
S132U,308,0.0055077698896657,0.925925925925926,8.0,2.0,0.0120094792655475,0.4870936902485659,0.000730176430831
S32U,307,0.0104935739677331,0.925925925925926,8.0,0.0,0.0017013077086242,0.3458927359131025,0.0007036998231171
S4U,305,0.0124505041433644,0.925925925925926,7.0,0.0,0.0,0.3456580732700136,0.0007108463101277
S125U,303,0.0067537446504992,1.0,8.0,1.0,0.0001856333733554,0.4820245979186376,0.0007196690605238
S60U,303,0.032679033649698,0.9629629629629628,5.0,0.0,0.0,0.3419463087248322,0.0006588813736219
S242U,298,0.0213009292351679,0.925925925925926,8.0,0.0,0.0,0.3468345813478556,0.0007061695158028
S174U,296,0.0029433699597275,0.8518518518518519,6.0,2.0,0.0,0.4932236205227492,0.0007151371356565
S317U,296,0.045898588928516,0.8888888888888888,3.0,0.0,0.0,0.3405748663101604,0.0006468534223603
S95U,296,0.0145211930926216,1.0,6.0,1.0,0.0014476353140407,0.4802073515551366,0.0006819835886484
S135U,295,0.0064253354242899,0.9629629629629628,7.0,1.0,0.01118156818125,0.3762924667651403,0.0006925436251921
S295U,294,0.035809987819732,1.0,6.0,0.0,0.0002401522721965,0.3421759570181329,0.0006498762570825
S300U,294,0.0244206329429354,1.0,7.0,0.0,0.0010354807556488,0.3456580732700136,0.0006465351334972
S249U,292,0.0736072598941265,0.8888888888888888,4.0,0.0,0.0004684735792572,0.3408026755852842,0.000637684059713
S35U,292,0.011254576989786,0.925925925925926,8.0,0.0,0.0,0.3465986394557823,0.0007226859801059
S134U,292,0.0580401510634068,1.0,5.0,0.0,0.000426263578099,0.3449559918754231,0.0006390622818337
S100U,291,0.0296847903702948,0.5555555555555556,5.0,0.0,0.0008203809214753,0.3401201602136182,0.0006351508851449
S170U,289,0.0095404727320744,0.9629629629629628,8.0,0.0,0.0002044041968456,0.3437921727395411,0.0006744582900626
S276U,289,0.0367310625317742,1.0,4.0,0.0,0.0,0.3440243079000675,0.0006365463150887
S192U,288,0.0207462901599193,1.0,6.0,0.0,0.0001975362818122,0.3454237288135593,0.0006534483551747
S127U,288,0.0052481002970278,0.925925925925926,8.0,0.0,0.0008198418381962,0.3458927359131025,0.0006640790740705
S87U,286,0.0095435130806193,0.9629629629629628,6.0,0.0,0.0,0.3421759570181329,0.0006764627025731
S153U,284,0.0075379551969423,1.0,7.0,0.0,0.0002400413074234,0.3454237288135593,0.0006582748057591
S145U,284,0.0162211560429517,1.0,6.0,0.0,0.0,0.3424059139784946,0.0006488308284332
S41U,284,0.0050953585589464,0.9629629629629628,8.0,2.0,0.0017839626226248,0.4870936902485659,0.000704332858283
S238U,284,0.0143644732183501,1.0,4.0,0.0,0.0,0.3389886892880905,0.0006318709627823
S96U,277,0.0268358845185041,1.0,3.0,0.0,0.0,0.3424059139784946,0.0006096281000054
S439U,276,0.0548926014319809,0.7037037037037037,5.0,0.0,0.0,0.3442567567567567,0.0006309241467751
S25U,270,0.0604567845947156,0.9629629629629628,4.0,0.0,0.0,0.3385382059800664,0.0006021652913528
S83U,269,0.0046609141629414,0.8518518518518519,7.0,0.0,0.0,0.3456580732700136,0.0006535418654811
S421U,265,0.0092266982347411,0.925925925925926,7.0,0.0,0.0001856333733554,0.3426361802286483,0.0006123790952032
S78U,264,0.0036532713384257,1.0,9.0,2.0,0.009323886355783,0.4946601941747572,0.0006423822188721
S42U,261,0.0131472899455974,0.7777777777777778,5.0,1.0,0.0040882953335864,0.4802073515551366,0.0005864242617668
S343U,259,0.0434126718069058,0.8148148148148148,5.0,0.0,0.0,0.3419463087248322,0.000590743665803
S239U,257,0.0109510823248679,1.0,8.0,1.0,0.001259483315058,0.4670027497708524,0.0006138226646264
S298U,257,0.0117142987374082,0.925925925925926,8.0,0.0,0.0001975362818122,0.3465986394557823,0.0006058167244072
S364U,256,0.0182817967578376,0.925925925925926,7.0,0.0,0.0008203809214753,0.3426361802286483,0.000608094338504
S219U,253,0.1799431009957325,1.0,1.0,0.0,0.0,0.3336607727570399,0.0005673489247895
S28U,252,0.0159352472492727,0.8518518518518519,5.0,2.0,0.0014982176576055,0.4889635316698656,0.0006159965621078
S233U,251,0.0464728753934456,0.9629629629629628,3.0,0.0,0.0,0.3405748663101604,0.0005693496769511
S212U,250,0.0047494205706903,0.8888888888888888,6.0,2.0,0.0019042009494842,0.494180407371484,0.0006154713670159
S191U,248,0.0148006684172833,0.9629629629629628,5.0,0.0,0.0,0.3392143808255659,0.0005687966576065
S131U,247,0.0064666457220651,0.9629629629629628,8.0,1.0,0.0007979053869061,0.4820245979186376,0.000602136634728
S99U,246,0.0148067894546767,0.8148148148148148,7.0,0.0,0.0,0.3433288409703504,0.0006022622721598
S308U,245,0.0153144143017877,0.5555555555555556,5.0,0.0,0.0,0.3419463087248322,0.0005819739161043
S17U,243,0.0063952417296102,0.9629629629629628,7.0,1.0,0.0002930174762467,0.4815689981096408,0.0006031096489987
S65U,243,0.0074884437596302,0.925925925925926,8.0,0.0,0.0002044041968456,0.3437921727395411,0.0006221454174893
S310U,242,0.1083743842364532,0.7777777777777778,3.0,0.0,0.0,0.3410307898259705,0.0005588555840445
S63U,242,0.0326894502228826,0.8518518518518519,3.0,0.0,0.0,0.3392143808255659,0.0005695046946289
S140U,239,0.0068747303322306,0.925925925925926,8.0,0.0,0.0,0.3458927359131025,0.0005953412012058
S74U,239,0.0063291139240506,0.8148148148148148,7.0,0.0,0.0,0.3456580732700136,0.0005766623618044
S456U,238,0.0199313290344192,0.8148148148148148,7.0,0.0,0.0,0.3463630183548606,0.0005798486483856
S280U,238,0.008912522468544,0.9629629629629628,5.0,0.0,0.0,0.3419463087248322,0.0005552530665972
S433U,237,0.0456120092378752,0.7777777777777778,5.0,0.0,0.0,0.3419463087248322,0.0005627494762061
S464U,237,0.0191314175008072,1.0,7.0,0.0,0.0,0.3454237288135593,0.0005728348282546
S33U,235,0.0196586916513301,0.8888888888888888,10.0,2.0,0.0008905808730482,0.4917953667953668,0.0006360189098533
S403U,235,0.0099821595446436,1.0,6.0,0.0,0.0,0.3421759570181329,0.0005605221591249
S13U,235,0.2735739231664726,0.5185185185185185,1.0,0.0,0.0,0.3336607727570399,0.0005374468622492
S367U,234,0.0209152663568108,0.4814814814814814,7.0,1.0,0.0010500434750088,0.4815689981096408,0.0005528175324942
S474U,233,0.0511525795828759,1.0,3.0,0.0,0.0,0.3405748663101604,0.0005471355607992
S221U,233,0.1415552855407047,1.0,4.0,0.0,0.0,0.34125920964501,0.0005410924271449
S309U,232,0.0111383167698881,1.0,7.0,0.0,0.0,0.3456580732700136,0.0005673067740596
S226U,232,0.0111942098914354,0.8888888888888888,9.0,0.0,0.0006419817860813,0.3470708446866485,0.000576524529241
S196U,231,0.0148114901256732,0.7777777777777778,6.0,0.0,0.0,0.3430976430976431,0.0005766517204075
S157U,230,0.0141984073090931,0.8518518518518519,7.0,0.0,0.0001856333733554,0.3426361802286483,0.0005688597408058
S58U,230,0.0039844778601621,0.9629629629629628,7.0,1.0,0.0002930174762467,0.4802073515551366,0.0005703887961632
S202U,229,0.0959765297569153,0.5185185185185185,3.0,0.0,0.0,0.3405748663101604,0.0005302280971277
S22U,228,0.0073168383556368,0.8888888888888888,7.0,0.0,0.0,0.3426361802286483,0.0005856241917165
S391U,227,0.0054883945841392,0.8518518518518519,9.0,0.0,0.0013163448376164,0.3470708446866485,0.0005619889640951
S46U,227,0.0057538274358714,1.0,8.0,1.0,0.0059197826769255,0.4021310181531176,0.000615113984189
S470U,225,0.0369397471679527,0.8518518518518519,4.0,0.0,0.0,0.3408026755852842,0.0005450274551663
S70U,225,0.0085950034380013,0.8518518518518519,8.0,1.0,0.0066596681835548,0.3768491124260355,0.0005696124574405
S80U,224,0.0166530369489257,0.7037037037037037,6.0,0.0,0.0,0.3424059139784946,0.0005577910868179
S68U,222,0.0231563575675393,0.6296296296296297,5.0,0.0,0.0,0.3419463087248322,0.0005373365056265
S142U,221,0.4258188824662813,1.0,1.0,0.0,0.0,0.3336607727570399,0.0005141897024957
S29U,221,0.0020059361186497,0.9629629629629628,8.0,1.0,0.0,0.4820245979186376,0.0006038496558436
S49U,221,0.0120791429820725,0.925925925925926,6.0,2.0,0.004792311005875,0.4884947267497603,0.000559853241245
S190U,221,0.0278583133745115,0.9629629629629628,4.0,1.0,0.0008898503989059,0.4784037558685446,0.0005331429956848
S440U,219,0.1634328358208955,0.7777777777777778,2.0,0.0,0.0,0.3380889183808891,0.0005115428919119
S313U,218,0.0028921672680959,0.9629629629629628,7.0,1.0,0.0002930174762467,0.4802073515551366,0.0005596080069562
S172U,218,0.0494667574313592,0.9629629629629628,5.0,1.0,0.0009433562752909,0.4802073515551366,0.0005168794716048
S107U,218,0.0039277863860761,0.9629629629629628,9.0,0.0,0.0002044041968456,0.3470708446866485,0.000551546610051
S404U,215,0.0096119456366237,0.9629629629629628,8.0,0.0,0.0,0.3458927359131025,0.0005428901656553
S108U,215,0.0194165989343448,0.925925925925926,7.0,0.0,0.0,0.3435603506405933,0.0005290015311518
S283U,215,0.017216527866752,0.925925925925926,3.0,1.0,0.0,0.477059925093633,0.0005360611132239
S481U,214,0.0138028895768833,0.7777777777777778,7.0,0.0,0.0,0.3456580732700136,0.0005422098992188
S201U,212,0.0080287824275705,0.925925925925926,8.0,3.0,0.0107336596452296,0.491321118611379,0.0005462382046515
S105U,212,0.004843389458774,0.9629629629629628,6.0,1.0,0.0007979053869061,0.4793038570084666,0.0005517382353236
S427U,211,0.0690219169120052,0.9629629629629628,4.0,0.0,0.0,0.3440243079000675,0.0005030736134879
S213U,211,0.0442162615255658,0.7777777777777778,5.0,0.0,0.0,0.3449559918754231,0.0005097732812035
S330U,211,0.023912058023572,0.8148148148148148,6.0,0.0,0.0,0.3424059139784946,0.0005067761782442
S372U,210,0.1037549407114624,1.0,6.0,0.0,0.0068839947605845,0.3433288409703504,0.0004992304978627
S340U,210,0.0277741039545033,0.8888888888888888,4.0,0.0,0.0,0.3408026755852842,0.0005109018407878
S336U,209,0.0065375832838061,0.9629629629629628,8.0,1.0,0.000215224462486,0.4824810606060606,0.0005430009262638
S30U,209,0.0085941033759611,0.9629629629629628,8.0,0.0,0.0012901571596247,0.3458927359131025,0.0005298900255796
S173U,208,0.0051427865001854,0.8888888888888888,6.0,0.0,0.0,0.3430976430976431,0.0005359770607509
S324U,208,0.0103046816943274,0.925925925925926,7.0,0.0,0.0,0.3456580732700136,0.0005288443367414
S453U,208,0.0060307335459553,0.9629629629629628,5.0,0.0,0.0,0.3435603506405933,0.0005280216794732
S378U,207,0.2247557003257329,0.7407407407407407,3.0,0.0,0.000696005214938,0.3405748663101604,0.0004917361322934
S177U,205,0.0114936084323839,0.9629629629629628,6.0,1.0,0.0,0.4797551789077213,0.0005243556855544
S124U,205,0.0055385945478615,0.925925925925926,6.0,1.0,0.0,0.4631818181818182,0.0005392673479927
S20U,205,0.0173464207141648,0.8888888888888888,7.0,0.0,0.0003204914460842,0.3456580732700136,0.0005582908582254
S98U,202,0.2573248407643312,0.8148148148148148,2.0,0.0,0.0,0.3380889183808891,0.0004836398754731
S497U,201,0.0175484546883184,0.6296296296296297,5.0,0.0,0.0,0.34125920964501,0.0005010557279924
S380U,201,0.0074460991331406,0.8148148148148148,8.0,1.0,0.0057959657484527,0.4610859728506787,0.0005237177483929
S90U,201,0.0017676701052687,0.925925925925926,9.0,1.0,0.0,0.4824810606060606,0.0005794926840172
S119U,201,0.0058370843618411,1.0,7.0,0.0,0.0002400413074234,0.3454237288135593,0.0005212680875287
S397U,200,0.0551419906258615,0.9629629629629628,5.0,0.0,0.0,0.3410307898259705,0.0004847841084496
S40U,200,0.0170502983802216,0.925925925925926,9.0,0.0,6.15116626573799e-05,0.3468345813478556,0.0005667409316584
S293U,199,0.0087905291986924,0.9629629629629628,9.0,1.0,0.0007027172318853,0.4829383886255924,0.0005274139633231
S235U,199,0.0154156015183205,0.925925925925926,6.0,0.0,0.0,0.3424059139784946,0.0005212055699324
S410U,199,0.0195904705650718,0.7037037037037037,4.0,0.0,0.0,0.3417169684775318,0.0004908599411495
S160U,198,0.0079678068410462,0.925925925925926,7.0,0.0,0.0,0.3426361802286483,0.0005113740087132
S450U,196,0.010648122996686,0.8888888888888888,7.0,0.0,0.0,0.3426361802286483,0.0005165881338083
S139U,196,0.0105654681688318,0.8888888888888888,6.0,1.0,0.0002930174762467,0.4797551789077213,0.0004907673928234
S52U,196,0.0254479356011425,0.925925925925926,7.0,0.0,0.000426263578099,0.3454237288135593,0.0005183078555388
S230U,196,0.020837763129917,0.8888888888888888,6.0,0.0,0.0007756146683234,0.3421759570181329,0.0004987465548414
S120U,196,0.0055259522399842,0.9629629629629628,7.0,1.0,0.0001856333733554,0.4802073515551366,0.0005166736738657
S72U,195,0.0206000422564969,0.8888888888888888,8.0,0.0,0.0,0.3437921727395411,0.0005099114650567
S151U,194,0.0133562822719449,1.0,4.0,0.0,0.0,0.3408026755852842,0.0004854594845187
S339U,194,0.0473748473748473,0.925925925925926,3.0,0.0,0.0,0.3405748663101604,0.0004714095569344
S499U,193,0.0181629964238659,0.8888888888888888,5.0,0.0,0.0,0.3419463087248322,0.0005079285710212
S171U,193,0.2142064372918979,1.0,2.0,0.0,0.0,0.3380889183808891,0.0004686888442029
S218U,192,0.0172120125504258,0.9629629629629628,4.0,0.0,0.0,0.3408026755852842,0.0004764083700423
S438U,192,0.0060367866687627,0.9629629629629628,8.0,1.0,0.0,0.4820245979186376,0.0005188214326567
S365U,192,0.0400083350698062,0.7407407407407407,8.0,0.0,0.0002347680231125,0.3468345813478556,0.0004962314523364
S9U,191,0.1430711610486891,0.5555555555555556,1.0,0.0,0.0,0.3336607727570399,0.0004643529315953
S355U,191,0.0064862294970625,0.8888888888888888,5.0,0.0,0.0,0.3419463087248322,0.0004852248905376
S122U,191,0.0301119344158915,0.9629629629629628,5.0,0.0,0.0011944961069146,0.3449559918754231,0.0004761718179783
S64U,190,0.0071961519524296,0.9629629629629628,7.0,1.0,0.0,0.4815689981096408,0.0005209192340802
S335U,188,0.0064984445212582,0.8518518518518519,4.0,2.0,0.0043259013813937,0.4937015503875969,0.0004942175247876
S267U,187,0.0092675190801863,0.925925925925926,6.0,1.0,0.0004102974916207,0.4811142587346553,0.0004946053715832
S493U,186,0.5166666666666667,0.5925925925925926,1.0,0.0,0.0,0.3336607727570399,0.0004560468031119
S169U,186,0.0111184171199713,0.7777777777777778,5.0,2.0,0.0,0.4866284622731614,0.0005055436487968
S370U,184,0.0050270477023113,0.925925925925926,6.0,1.0,0.0002930174762467,0.4797551789077213,0.0005128904729347
S381U,184,0.0275284260921603,0.7037037037037037,5.0,0.0,0.0,0.3442567567567567,0.000472924926723
S296U,184,0.0061882020582498,0.8888888888888888,6.0,0.0,0.0002529832847008,0.3430976430976431,0.000494444904366
S175U,184,0.0057208593725709,0.6666666666666666,7.0,0.0,0.0,0.3456580732700136,0.0004982206689822
S376U,183,0.0383808724832214,0.9629629629629628,3.0,0.0,0.0,0.3405748663101604,0.0004581674832416
S54U,183,0.0053645237885849,0.7777777777777778,8.0,0.0,0.0002400413074234,0.3458927359131025,0.0004912061349256
S304U,183,0.0145019415167604,0.8518518518518519,5.0,0.0,0.0,0.34125920964501,0.0004864967057758
S215U,182,0.0118667275216795,0.8888888888888888,5.0,0.0,0.0,0.3419463087248322,0.0004900871056741
S495U,181,0.0306364251861882,1.0,5.0,1.0,0.0009229831069575,0.4365895458440446,0.0004624796890447
S150U,181,0.0282635852592129,0.925925925925926,5.0,0.0,0.0,0.3442567567567567,0.0004714767784232
S402U,180,0.0188778185631882,0.8888888888888888,8.0,0.0,0.0002400413074234,0.3458927359131025,0.0004787740677577
S167U,180,0.0130737943056362,0.8888888888888888,5.0,0.0,0.0,0.3419463087248322,0.0004760110078228
S198U,179,0.0130838389006651,0.8888888888888888,6.0,1.0,0.0004102974916207,0.4806603773584905,0.0004659041121484
S206U,179,0.0219335865702732,0.5925925925925926,5.0,0.0,0.0,0.3419463087248322,0.0004626751780494
S144U,179,0.006578947368421,0.9629629629629628,8.0,1.0,0.0,0.4820245979186376,0.0005151676383588
S184U,179,0.0064326014302655,0.925925925925926,8.0,0.0,0.0,0.3437921727395411,0.0004829086564285
S488U,177,0.0986072423398328,0.9629629629629628,2.0,0.0,0.0,0.3380889183808891,0.0004414335922465
S329U,177,0.0078656179176109,0.9629629629629628,7.0,1.0,0.0062735519757837,0.4422743055555556,0.0004841761975994
S346U,177,0.0105150597041525,0.8888888888888888,5.0,0.0,0.0,0.3419463087248322,0.0004536921229445
S334U,175,0.0033361929272709,0.7777777777777778,8.0,0.0,0.0001975362818122,0.3468345813478556,0.0004774628228739
S82U,175,0.1758793969849246,0.8148148148148148,2.0,0.0,0.0,0.3387632978723404,0.0004391696177297
S156U,175,0.0044891362901777,0.8518518518518519,6.0,0.0,0.0,0.3424059139784946,0.000468872880311
S199U,174,0.0047037197231833,0.8888888888888888,8.0,3.0,0.0137404346233764,0.4899038461538461,0.0004903032880988
S297U,173,0.0076653817182861,0.8148148148148148,5.0,0.0,0.000485269745277,0.34125920964501,0.0004569462034978
S352U,173,0.0062398557258791,0.925925925925926,8.0,0.0,0.0002400413074234,0.3458927359131025,0.0004766390116929
S415U,172,0.0084132263744864,0.925925925925926,6.0,0.0,0.0004684735792572,0.3421759570181329,0.0004580554801112
S245U,172,0.0364252435408725,0.5925925925925926,1.0,0.0,0.0,0.3336607727570399,0.0004327896433584
S210U,172,0.01342805839644,0.8148148148148148,8.0,1.0,0.0002930174762467,0.4824810606060606,0.000478822917329
S181U,172,0.0248267898383371,0.8518518518518519,7.0,2.0,0.0008905808730482,0.4899038461538461,0.0004783282340525
S344U,170,0.0082987551867219,1.0,7.0,0.0,0.0,0.3426361802286483,0.0004856107147406
S243U,170,0.0194976488129372,0.7777777777777778,5.0,0.0,0.0,0.3419463087248322,0.0004572114627579
S418U,169,0.0108215406288019,0.5555555555555556,4.0,0.0,0.0,0.3417169684775318,0.0004556882634332
S263U,167,0.0028959370177051,0.925925925925926,8.0,1.0,0.0009433562752909,0.4820245979186376,0.0004783733336613
S89U,167,0.0144363762102351,0.8148148148148148,6.0,1.0,0.0031114600488449,0.4415077989601386,0.0004876523440162
S273U,165,0.0045445781805161,0.8148148148148148,7.0,2.0,0.0024625760997703,0.4852380952380952,0.0004726573655782
S349U,165,0.0053498476104014,0.925925925925926,8.0,0.0,0.0,0.3437921727395411,0.0004564057359461
S129U,164,0.0108558946183888,0.7777777777777778,3.0,0.0,0.0,0.3405748663101604,0.0004279094508033
S395U,164,0.0146337110734362,0.9629629629629628,4.0,0.0,0.0,0.3408026755852842,0.000436999311664
S389U,164,0.0127556972855253,0.8888888888888888,5.0,0.0,0.0,0.3421759570181329,0.0004528060005095
S400U,162,0.0495110024449877,0.6296296296296297,6.0,0.0,0.0004802841763823,0.345189701897019,0.0004275481848034
S429U,162,0.002250031250434,0.8888888888888888,5.0,2.0,0.0009309145493149,0.4866284622731614,0.0004540294375463
S258U,162,0.0545087483176312,0.6296296296296297,7.0,1.0,0.0023716857095259,0.4820245979186376,0.0004455862760754
S314U,162,0.003427991027974,0.8148148148148148,7.0,1.0,0.0026420677175239,0.4011811023622047,0.0004544465922704
S101U,161,0.008508164667336,0.8148148148148148,7.0,1.0,0.000697539753743,0.459009009009009,0.0004618528135365
S116U,161,0.0052379867911637,0.925925925925926,7.0,2.0,0.0064079908737884,0.4682904411764705,0.0004720100224436
S467U,161,0.0256942227896584,0.8888888888888888,3.0,0.0,0.0,0.3405748663101604,0.0004174746214165
S24U,160,0.0151903541251305,0.925925925925926,8.0,0.0,0.0,0.3428667563930013,0.0004948961401368
S301U,160,0.0170375891811308,0.8518518518518519,8.0,1.0,0.0020688265455855,0.4820245979186376,0.000435389171542
S290U,159,0.0048042059463379,0.7777777777777778,6.0,1.0,0.0003192545373039,0.4797551789077213,0.0004465498851816
S118U,159,0.0159638554216867,0.8518518518518519,7.0,0.0,0.0001856333733554,0.3426361802286483,0.0004627958254727
S299U,158,0.0087061935199471,0.8518518518518519,9.0,1.0,0.0040967253237381,0.4829383886255924,0.0004627352727563
S265U,157,0.0100912713716415,0.925925925925926,8.0,0.0,0.0007099472482618,0.3468345813478556,0.0004542199733341
S133U,157,0.0241019342953638,0.6666666666666666,5.0,0.0,0.0,0.3419463087248322,0.0004189909866203
S485U,157,0.0142132898786891,0.8148148148148148,7.0,0.0,0.000426263578099,0.3456580732700136,0.0004295286002501
S126U,156,0.0119421266171629,0.925925925925926,5.0,1.0,0.0060273471399861,0.4627611262488647,0.0004345165197497
S158U,156,0.0061894937311537,0.8888888888888888,7.0,0.0,0.0001975362818122,0.3463630183548606,0.0004377695950417
S430U,156,0.0110068439991533,0.7777777777777778,5.0,0.0,0.000485269745277,0.34125920964501,0.0004244374950557
S498U,156,0.0157798907546024,0.9629629629629628,7.0,0.0,0.0,0.3456580732700136,0.0004347799104443
S94U,155,0.0151559597144812,0.8888888888888888,6.0,0.0,0.0002401522721965,0.3421759570181329,0.0004177678687933
S431U,155,0.0116506313890559,0.8518518518518519,6.0,0.0,0.0,0.3430976430976431,0.0004432538716977
S168U,155,0.0043042403709977,0.8518518518518519,7.0,0.0,0.0001856333733554,0.3426361802286483,0.000442231469018
S476U,154,0.0123160588611644,0.8518518518518519,6.0,0.0,0.0,0.3421759570181329,0.0004211906739086
S287U,154,0.0207017072187121,0.6296296296296297,5.0,2.0,0.0114463215063085,0.4674311926605504,0.0004292942764982
S392U,154,0.0067961165048543,0.4444444444444444,6.0,0.0,0.0,0.3424059139784946,0.0004352529681161
S342U,154,0.0481400437636761,0.9629629629629628,2.0,0.0,0.0,0.3376408217362491,0.0004033533499646
S483U,153,0.0057978703247565,0.6666666666666666,5.0,1.0,0.0007196272605924,0.4623411978221415,0.0004371168121105
S358U,153,0.0305267358339984,0.8888888888888888,5.0,0.0,0.0009064571577189,0.3435603506405933,0.0004203635992026
S480U,153,0.0033824114604058,0.8888888888888888,7.0,0.0,0.0,0.3426361802286483,0.0004428488396203
S294U,152,0.0104202371975046,0.8888888888888888,5.0,2.0,0.0009309145493149,0.4866284622731614,0.000426269476381
S260U,152,0.0058112861293775,0.925925925925926,7.0,0.0,0.0003204914460842,0.3456580732700136,0.0004436055249461
S113U,151,0.0207389094904546,0.8888888888888888,8.0,0.0,0.0003364424483651,0.3465986394557823,0.0004413336195963
S426U,151,0.0065652173913043,0.9629629629629628,6.0,0.0,0.0,0.3424059139784946,0.0004370987540679
S375U,151,0.0078339818417639,0.9629629629629628,5.0,0.0,0.0,0.3419463087248322,0.000425395559913
S412U,150,0.0094043887147335,0.8148148148148148,6.0,1.0,0.0,0.4631818181818182,0.0004401211310377
S303U,150,0.0041254125412541,1.0,7.0,1.0,0.0,0.4802073515551366,0.0004417984928172
S269U,150,0.0031419534571961,0.8888888888888888,8.0,0.0,0.0002400413074234,0.3458927359131025,0.0004250941641597
S384U,149,0.0970052083333333,0.9629629629629628,4.0,0.0,0.0004684735792572,0.3408026755852842,0.0003967505810401
S289U,148,0.008271391046778,1.0,8.0,1.0,0.0007461661268631,0.4820245979186376,0.0004353721907388
S468U,148,0.0099135909973876,0.8518518518518519,4.0,0.0,0.0,0.3394403730846103,0.000435273824617
S137U,148,0.0019336800020904,0.925925925925926,8.0,2.0,0.0020114029402887,0.4961051606621227,0.0004475572682888
